CART_ID,ORDER,WIP_ID,ACTION,COMPLETE_TIME
C01,1,W01,PICKUP,0
C01,2,W01,DELIVERY,7
C01,3,W03,PICKUP,25
C01,4,W03,DELIVERY,40
C02,1,W07,PICKUP,3
C02,2,W02,PICKUP,19
C02,3,W07,DELIVERY,33
C02,4,W02,DELIVERY,36
C03,1,W04,PICKUP,23
C03,2,W05,PICKUP,40
C03,3,W04,DELIVERY,50
C03,4,W05,DELIVERY,70
C04,1,W08,PICKUP,18
C04,2,W09,PICKUP,23
C04,3,W08,DELIVERY,46
C04,4,W09,DELIVERY,51
C04,5,W10,PICKUP,56
C04,6,W06,PICKUP,63
C04,7,W10,DELIVERY,73
C04,8,W06,DELIVERY,88
